@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
9901,'2019/09/19 12:28:22:348',45,537.285583,310.393372,1.707504,505.480896,296.693298,32.89537,423.600616,290.017517,40.21199,329.37085,297.005859,40.939228,211.175964,314.143616,34.23941,1,1,1
9902,'2019/09/19 12:28:22:399',45,528.939087,294.262756,1.137218,500.339478,296.479309,32.924713,418.043854,295.033295,40.491901,324.996124,304.273315,41.074638,208.251266,321.091187,34.071915,1,1,1
9903,'2019/09/19 12:28:22:453',45,519.591614,282.973816,0.692142,499.480988,294.561768,32.752232,419.044434,295.864502,40.643986,326.47052,305.907166,41.419472,208.823257,321.566528,34.606491,1,1,1
9904,'2019/09/19 12:28:22:499',45,517.802246,270.108459,0.731091,501.826904,289.454529,33.030983,422.01651,292.211426,41.059883,329.826904,302.100159,41.861824,211.993362,315.978943,35.110596,1,1,1
9905,'2019/09/19 12:28:22:550',45,513.522705,262.768616,0.633518,504.071594,285.440125,32.962624,425.818756,289.71521,41.211258,334.118713,300.477661,42.224075,216.06041,315.046509,35.736183,1,1,1
9906,'2019/09/19 12:28:22:599',45,508.821899,255.457474,0.206367,506.543671,281.70285,32.667305,430.409424,288.167297,41.108398,339.563812,300.103302,42.325024,221.033295,314.989532,36.093456,1,1,1
9907,'2019/09/19 12:28:22:650',45,509.544159,253.23378,-0.13187,509.497711,282.376648,32.652229,434.483582,288.90387,41.123634,343.77179,300.439545,42.422272,224.818024,314.007385,36.334568,1,1,1
9908,'2019/09/19 12:28:22:700',45,511.763519,252.712631,-0.383644,513.638062,284.576843,32.556763,439.274628,291.081177,41.085327,348.375122,301.976563,42.456093,229.026321,314.183655,36.489044,1,1,1
9909,'2019/09/19 12:28:22:746',45,513.881775,251.956802,-0.563396,517.961975,286.954712,32.444923,443.879852,293.613708,41.053596,352.744171,303.918701,42.482925,233.353256,314.842529,36.619255,1,1,1
9910,'2019/09/19 12:28:22:796',45,516.487,255.223465,-0.625843,520.282288,289.893311,32.529427,446.034729,295.705261,41.195465,354.349152,304.989288,42.677944,234.736359,314.680206,36.879436,1,1,1
9911,'2019/09/19 12:28:22:846',45,516.833862,257.537415,-0.575592,519.977417,291.727173,32.610901,445.491821,297.005615,41.300816,353.450989,305.673523,42.798973,233.721817,314.5495,37.015858,1,1,1
9912,'2019/09/19 12:28:22:896',45,512.426697,260.17926,-0.433147,512.922485,294.84198,32.726837,437.768707,299.538147,41.385239,345.262482,307.125702,42.824757,225.40477,314.503235,36.966076,1,1,1
9913,'2019/09/19 12:28:22:949',45,508.823853,265.545593,0.154842,500.449158,297.571686,33.173805,423.052917,301.01767,41.638432,329.928345,307.146576,42.806896,210.78392,312.74231,36.606064,1,1,1
9914,'2019/09/19 12:28:22:996',45,501.595276,268.791321,1.111336,486.271454,298.839722,33.678215,407.261749,301.815247,41.974392,313.643738,307.10199,42.914185,195.117188,311.493958,36.41663,1,1,1
9915,'2019/09/19 12:28:23:049',45,490.100494,275.515076,3.03566,464.286316,299.607758,34.423553,382.756805,301.54187,42.469761,288.648743,305.703247,43.053993,170.961044,308.833435,36.087173,1,1,1
9916,'2019/09/19 12:28:23:097',45,474.538208,273.98996,3.287849,446.464172,299.601868,34.46138,364.558289,301.972076,42.439011,270.315491,306.065125,42.933357,152.655792,308.378723,35.852917,1,1,1
9917,'2019/09/19 12:28:23:150',45,464.482056,276.207275,3.752666,428.849884,301.919983,34.677799,345.451569,303.568054,42.405769,250.854935,306.678925,42.616882,134.364014,307.127075,35.182808,1,1,1
9918,'2019/09/19 12:28:23:203',45,456.135376,278.417847,4.005074,412.54364,302.574402,34.84729,328.042542,303.238953,42.297356,233.252716,305.891968,42.226883,117.922211,304.867981,34.423988,1,1,1
9919,'2019/09/19 12:28:23:250',45,449.212311,277.222748,4.125984,402.416718,300.402679,34.840839,317.758179,300.732544,42.177055,223.313599,303.725403,42.01001,108.441772,302.47406,34.090286,1,1,1
9920,'2019/09/19 12:28:23:300',45,443.130707,274.435303,4.645287,393.20874,295.109344,34.941303,309.150146,294.790649,42.17054,214.929337,297.117554,41.970119,100.19104,295.532532,33.981316,1,1,1
9921,'2019/09/19 12:28:23:351',45,440.86142,269.554077,4.614597,390.427277,288.076843,35.024605,307.007935,286.690918,42.232216,213.071213,288.27771,42.084892,98.464569,287.404907,34.140285,1,1,1
9922,'2019/09/19 12:28:23:401',45,443.618958,263.204468,5.364311,392.278687,277.988281,35.536198,309.191772,275.103149,42.704647,215.626297,276.994904,42.592621,101.2005,277.24884,34.674938,1,1,1
9923,'2019/09/19 12:28:23:451',45,445.465424,252.035767,5.786823,395.224579,266.995605,35.825329,312.598511,265.028564,43.008186,219.393951,267.381226,42.949642,105.139404,269.266418,35.125992,1,1,1
9924,'2019/09/19 12:28:23:501',45,446.740234,238.112122,7.105007,396.50592,249.646179,37.014542,314.127258,247.991318,44.164291,220.808517,250.371811,44.116463,107.054657,254.370697,36.319324,1,1,1
9925,'2019/09/19 12:28:23:551',45,446.816833,223.137878,8.027237,396.046326,231.934326,37.937706,313.6604,231.015381,45.012737,220.40242,234.774017,44.937675,107.568634,241.505737,37.130497,1,1,1
9926,'2019/09/19 12:28:23:601',45,447.744232,209.422394,9.209167,394.156555,212.113983,38.942139,311.283417,210.63269,45.862785,218.388977,214.64859,45.676842,106.635773,223.507629,37.8139,1,1,1
9927,'2019/09/19 12:28:23:651',45,447.714661,192.648438,10.889896,392.870239,191.34137,40.219971,309.844788,189.972382,47.046783,217.236694,194.579254,46.79998,106.210052,205.1409,38.921394,1,1,1
9928,'2019/09/19 12:28:23:702',45,447.248444,181.761261,11.869026,391.111694,177.770477,40.882027,308.366211,177.112183,47.658489,215.484756,181.123505,47.316067,104.849884,192.145447,39.389492,1,1,1
9929,'2019/09/19 12:28:23:749',45,444.704468,169.443542,13.204815,388.317902,163.141205,41.723518,306.039093,163.244171,48.472107,213.085846,167.666748,48.088417,102.457977,178.970001,40.131344,1,1,1
9930,'2019/09/19 12:28:23:799',45,444.62439,163.598114,14.141216,385.714081,155.547241,42.193123,303.408508,155.832825,48.801243,210.261642,159.518646,48.253029,100.761566,170.273346,40.186375,1,1,1
9931,'2019/09/19 12:28:23:848',45,442.88562,153.216553,14.595711,382.689026,149.066437,42.855942,299.944214,149.360718,49.316082,207.875977,154.80191,48.721004,99.352386,165.40863,40.581539,1,1,1
9932,'2019/09/19 12:28:23:898',45,442.329895,150.583832,14.900791,381.52887,146.848724,43.267792,298.490295,146.888245,49.669804,206.793518,152.852783,49.053406,98.204041,163.154297,40.853577,1,1,1
9933,'2019/09/19 12:28:23:948',45,441.795685,149.261993,15.173374,380.653229,145.875671,43.502831,297.447052,145.796692,49.873814,205.834396,151.963867,49.2356,97.313385,161.824127,41.02845,1,1,1
9934,'2019/09/19 12:28:23:999',45,443.021484,152.313232,15.296806,381.80368,147.701508,43.622528,298.134033,146.798279,49.9622,205.905441,152.453644,49.286213,97.962708,163.124725,41.107925,1,1,1
9935,'2019/09/19 12:28:24:049',45,446.598297,163.695374,14.58625,391.359802,158.738159,43.276546,308.795074,157.95874,49.859112,216.1371,163.775787,49.432674,106.310181,174.438324,41.569134,1,1,1
9936,'2019/09/19 12:28:24:100',45,450.972412,167.112488,14.024994,399.830292,166.210175,42.991447,318.018616,166.26767,49.757339,225.282333,172.618591,49.494652,113.354431,181.06781,41.703812,1,1,1
9937,'2019/09/19 12:28:24:153',45,461.193756,172.181763,13.792488,413.587341,173.212128,42.835129,332.694885,174.526581,49.784771,240.311096,181.672302,49.6875,127.674072,190.745972,42.160225,1,1,1
9938,'2019/09/19 12:28:24:200',45,475.334961,176.12561,14.18869,431.05899,176.739716,43.412365,350.718811,177.389984,50.489933,258.517944,184.983154,50.580799,145.567062,195.155853,43.327389,1,1,1
9939,'2019/09/19 12:28:24:250',45,490.978058,176.732483,14.770676,450.214844,177.898468,44.120872,370.718109,178.086884,51.345795,278.403229,185.252014,51.611511,164.436813,194.940735,44.581352,1,1,1
9940,'2019/09/19 12:28:24:300',45,509.514954,173.29483,15.120434,475.554596,176.923248,44.570786,397.786194,178.58609,52.110676,305.675293,186.449951,52.679108,190.376587,196.4552,46.010757,1,1,1
9941,'2019/09/19 12:28:24:351',45,533.592896,175.388885,15.490784,509.840149,177.02652,44.645935,434.894257,180.125488,52.603153,342.703491,188.518524,53.651817,225.739136,200.241943,47.529499,1,1,1
9942,'2019/09/19 12:28:24:401',45,566.506226,178.914063,16.034283,548.793152,178.840485,45.40274,475.389465,180.471619,53.58036,382.988312,188.427277,54.975769,264.534851,201.33374,49.245827,1,1,1
9943,'2019/09/19 12:28:24:453',45,587.693115,173.66333,15.768372,577.181519,178.598083,45.278427,505.868622,181.881897,53.702778,413.600403,190.428375,55.378281,294.242218,203.730652,49.939533,1,1,1
9944,'2019/09/19 12:28:24:503',45,611.146606,179.220917,15.969841,608.050781,180.255615,45.47224,538.835754,181.532745,54.186638,447.06189,189.162628,56.296642,325.48999,201.548004,51.43396,1,1,1
9945,'2019/09/19 12:28:24:554',45,626.871582,180.23819,16.298016,628.306519,180.036346,45.839149,560.47876,180.365051,54.706726,468.855652,187.165466,57.058529,345.823792,198.895844,52.509438,1,1,1
9946,'2019/09/19 12:28:24:604',45,637.790527,177.399231,16.172062,642.706665,177.065643,45.582592,575.711304,177.865723,54.572239,484.572357,185.023376,57.066097,360.992737,197.396149,52.708473,1,1,1
9947,'2019/09/19 12:28:24:653',45,648.322388,174.530914,16.233826,653.274963,177.333832,45.802071,585.782654,178.106628,54.776257,494.389526,184.411285,57.190266,370.616486,195.333344,52.732903,1,1,1
9948,'2019/09/19 12:28:24:703',45,653.895935,176.644318,15.781605,660.453613,179.779327,45.546864,593.006775,179.67157,54.56366,501.240387,185.259644,57.026978,376.371826,195.367523,52.594208,1,1,1
9949,'2019/09/19 12:28:24:754',45,657.381226,185.131683,14.775688,667.620911,186.126373,44.48468,601.277222,186.007751,53.652378,509.447693,191.653046,56.317543,383.436462,200.96582,52.108681,1,1,1
9950,'2019/09/19 12:28:24:804',45,657.898254,202.824188,13.561249,673.617432,201.198975,42.432816,608.904602,200.483917,51.806126,517.212646,205.519897,54.73315,389.695587,213.006256,50.855484,1,1,1
9951,'2019/09/19 12:28:24:857',45,658.865601,215.257965,10.532398,679.730835,220.54129,40.311928,616.204712,220.073853,49.817432,524.593994,225.307587,52.901611,396.250641,231.021698,49.222515,1,1,1
9952,'2019/09/19 12:28:24:902',45,660.376221,237.108612,9.448429,683.37439,238.405823,38.414036,620.734009,237.356812,48.075249,529.071716,242.9505,51.342045,400.375885,247.776443,47.892307,1,1,1
9953,'2019/09/19 12:28:24:953',45,663.323364,256.221191,8.499714,685.373779,258.061615,36.508694,622.437988,258.988739,46.184116,530.662231,265.813354,49.362911,402.323029,270.940918,45.822147,1,1,1
9954,'2019/09/19 12:28:25:003',45,658.045532,256.918884,5.193161,685.63147,274.263428,34.85561,623.200439,279.102142,44.55682,531.826111,288.036621,47.673717,403.726563,294.126434,44.118813,1,1,1
9955,'2019/09/19 12:28:25:052',45,658.888367,280.000732,3.450027,685.366577,298.54718,33.736874,621.844971,303.03949,43.419918,529.925903,311.571899,46.456348,402.116302,317.677063,42.742107,1,1,1
9956,'2019/09/19 12:28:25:101',45,660.134216,295.506592,3.615707,683.185059,315.389069,33.24826,618.789551,321.273804,42.835079,526.413635,329.922424,45.704727,398.96286,335.773956,41.772892,1,1,1
9957,'2019/09/19 12:28:25:152',45,657.243042,303.145782,3.722729,678.273499,329.630615,32.870232,613.00769,337.866241,42.315586,520.366638,347.220581,44.953289,393.291779,352.319153,40.789543,1,1,1
9958,'2019/09/19 12:28:25:201',45,652.214111,302.398865,3.85146,673.812988,333.96051,32.574257,608.409973,344.03833,41.952374,515.636658,353.455231,44.532337,388.918396,359.061218,40.254234,1,1,1
9959,'2019/09/19 12:28:25:252',45,648.484741,303.614014,4.357971,668.69812,335.488495,33.001202,602.590576,345.120239,42.349041,509.261292,353.583282,44.9147,382.581421,359.909149,40.452934,1,1,1
9960,'2019/09/19 12:28:25:303',45,639.43396,294.189575,4.915985,658.647278,324.008911,33.609467,591.868835,331.866455,43.030724,498.198669,339.574127,45.622402,371.169617,346.003113,41.109058,1,1,1
9961,'2019/09/19 12:28:25:352',45,631.687988,271.421631,4.447468,649.377319,297.52832,34.524529,581.499207,303.114502,44.005512,487.7276,310.452606,46.56699,360.734222,317.33432,41.964344,1,1,1
9962,'2019/09/19 12:28:25:402',45,621.565491,247.383652,3.920254,642.114441,269.36377,34.976166,574.714233,273.406433,44.555046,481.156891,280.098633,47.272591,353.923645,288.490112,42.816826,1,1,1
9963,'2019/09/19 12:28:25:456',45,614.577271,220.202911,4.41267,633.875977,234.830658,35.529762,566.618042,237.007385,45.092903,473.345795,243.103638,47.863049,345.820618,252.400787,43.491116,1,1,1
9964,'2019/09/19 12:28:25:505',45,610.020569,191.701721,5.876656,622.360352,199.129364,36.452049,554.472229,200.132172,45.847385,461.159882,204.95282,48.471767,333.826172,214.722229,43.963524,1,1,1
9965,'2019/09/19 12:28:25:556',45,603.276917,173.983917,7.391903,609.936584,174.561005,37.310692,540.995972,174.364685,46.535851,447.624725,178.808685,48.98933,320.762054,188.155701,44.286407,1,1,1
9966,'2019/09/19 12:28:25:605',45,593.717224,161.604126,8.904743,594.687134,151.773743,38.161625,524.48822,150.406952,47.130112,431.165527,155.093506,49.365822,305.69278,164.889282,44.42915,1,1,1
9967,'2019/09/19 12:28:25:656',45,587.910889,149.842041,9.207417,585.474365,140.576538,38.578804,514.582886,138.983368,47.351677,421.396515,144.192017,49.432693,296.901978,154.465179,44.328922,1,1,1
9968,'2019/09/19 12:28:25:705',45,583.25885,148.015442,8.991379,579.83075,138.691498,38.297749,508.997528,137.371582,47.013023,416.62796,143.482635,49.069004,292.671997,153.731293,43.983643,1,1,1
9969,'2019/09/19 12:28:25:756',45,580.467712,158.373016,7.787125,578.170959,153.126282,37.42123,507.42453,150.989746,46.133537,414.989044,155.536469,48.15638,290.742432,163.891113,43.091568,1,1,1
9970,'2019/09/19 12:28:25:806',45,584.109253,181.9422,5.643799,585.43457,177.941803,35.312904,515.527588,176.78421,44.213051,423.285492,181.202484,46.386234,298.759521,188.889282,41.535378,1,1,1
9971,'2019/09/19 12:28:25:856',45,585.793823,202.617188,3.12672,592.503052,201.032471,32.889282,524.079834,201.779968,42.040962,432.197449,206.520813,44.442432,306.953766,214.225311,39.901176,1,1,1
9972,'2019/09/19 12:28:25:906',45,589.725769,227.662323,0.262222,601.840454,230.241974,30.159933,534.683167,232.342194,39.498344,443.124878,238.599335,42.101528,317.418427,247.008682,37.810677,1,1,1
9973,'2019/09/19 12:28:25:959',45,595.235779,249.851532,-1.162945,609.957947,257.366119,27.917122,543.113159,261.775208,37.35162,451.230652,269.305695,39.984982,325.858521,278.146301,35.699921,1,1,1
9974,'2019/09/19 12:28:26:007',45,594.723755,265.456238,-3.492767,612.029907,277.550537,26.045042,545.157715,283.197845,35.550354,452.810669,291.134766,38.202522,328.00293,300.17395,33.914223,1,1,1
9975,'2019/09/19 12:28:26:056',45,599.78894,279.655884,-4.901741,612.622803,297.319519,24.611866,542.797791,304.538269,33.978241,449.158722,312.537415,36.272812,325.877563,320.413666,31.511972,1,1,1
9976,'2019/09/19 12:28:26:105',45,600.439941,284.473022,-5.278915,609.847107,307.481445,23.997015,537.604614,314.781677,33.258366,442.902435,322.40921,35.291458,320.464966,329.481659,30.162077,1,1,1
9977,'2019/09/19 12:28:26:153',45,585.102295,285.205688,-6.124966,598.401184,308.235901,23.152369,527.26239,315.419556,32.565952,432.789703,322.981415,34.794159,309.331238,330.346985,29.887213,1,1,1
9978,'2019/09/19 12:28:26:204',45,574.149109,274.091888,-6.568291,586.44989,297.317413,22.698885,514.954895,304.125183,32.082161,420.166504,311.240723,34.281204,296.545105,319.003052,29.277018,1,1,1
9979,'2019/09/19 12:28:26:253',45,560.610229,256.23999,-7.043724,574.738037,277.184631,22.301859,504.082886,282.6651,31.786758,410.047974,288.998596,34.136467,285.111694,297.457336,29.313118,1,1,1
9980,'2019/09/19 12:28:26:304',45,551.610352,234.114258,-8.834213,564.869202,255.025543,22.456705,493.287659,258.625549,31.820084,399.323029,264.7948,34.051342,274.637146,273.244476,29.084469,1,1,1
9981,'2019/09/19 12:28:26:354',45,546.970093,214.551147,-9.000694,553.791443,230.624878,22.980829,480.520782,232.555573,32.09409,386.322754,238.502472,34.083336,263.245483,247.94722,28.815817,1,1,1
9982,'2019/09/19 12:28:26:404',45,539.404724,198.848724,-8.676346,540.425781,207.927521,23.328028,466.371796,209.193634,32.290039,372.202942,215.591431,34.154728,250.334442,227.173553,28.754011,1,1,1
9983,'2019/09/19 12:28:26:456',45,531.430725,182.303894,-7.647705,523.550537,184.815308,23.434258,448.271912,186.82608,32.161903,354.084076,193.981354,33.767708,234.070923,207.321106,28.069912,1,1,1
9984,'2019/09/19 12:28:26:508',45,524.956848,177.93335,-7.320438,510.402496,176.684601,23.530657,433.531433,178.015228,32.015606,339.251007,184.907196,33.35936,220.142761,197.768219,27.340977,1,1,1
9985,'2019/09/19 12:28:26:556',45,518.564819,176.633057,-7.408939,501.26416,177.067902,23.527729,423.809204,178.456787,31.85132,329.750122,185.551788,33.047066,211.232697,198.132935,26.845528,1,1,1
9986,'2019/09/19 12:28:26:607',45,515.276978,194.417786,-7.44281,492.755371,191.039551,23.46682,414.075226,190.408173,31.590319,319.202576,197.035858,32.632004,200.810394,207.417358,26.176832,1,1,1
9987,'2019/09/19 12:28:26:655',45,504.481628,205.193329,-9.968723,489.008972,215.476227,21.941685,411.352936,217.055908,30.269886,317.05127,223.321472,31.391314,197.426956,231.555359,25.111692,1,1,1
9988,'2019/09/19 12:28:26:706',45,508.965088,228.925323,-10.550381,488.780823,241.296173,21.300625,409.646729,242.330536,29.517153,314.863098,247.377869,30.418533,196.417328,253.181458,23.919811,1,1,1
9989,'2019/09/19 12:28:26:758',45,524.92627,251.602112,-9.960876,487.173981,267.494385,21.53998,402.802429,269.137146,29.101542,306.672485,274.950256,29.094227,193.777557,280.463074,21.550289,1,1,1
9990,'2019/09/19 12:28:26:807',45,493.85675,300.504333,-1.90366,482.246277,293.492371,21.10066,397.858673,297.801331,28.616596,300.323761,303.55957,28.383818,188.413422,305.457764,20.593811,1,1,1
9991,'2019/09/19 12:28:26:858',45,470.42572,310.797485,-4.656132,472.043671,309.601868,18.474293,392.655548,314.82547,26.693653,294.939972,320.630249,27.365162,179.172485,325.570862,20.258844,1,1,1
9992,'2019/09/19 12:28:26:908',45,439.538147,328.643433,-5.251568,460.063538,314.81897,17.850632,378.832031,319.655762,26.04047,282.288635,325.74469,26.579807,166.751678,330.13266,19.397116,1,1,1
9993,'2019/09/19 12:28:26:958',45,412.89856,333.946777,-5.59486,449.381012,310.989258,17.774494,367.132385,316.166992,25.866533,270.335571,319.969696,26.416677,157.196304,325.412537,19.100788,1,1,1
9994,'2019/09/19 12:28:27:008',45,406.780914,318.099915,-5.405319,437.655701,292.179352,18.422052,353.956299,296.605621,26.113005,257.848267,299.848999,26.30172,145.831802,304.524963,18.603689,1,1,1
9995,'2019/09/19 12:28:27:059',45,375.789734,290.506409,-6.360794,427.154877,257.851013,16.460712,353.027649,262.937683,25.473997,259.422241,269.113068,27.26757,140.158356,278.896667,21.551371,1,1,1
9996,'2019/09/19 12:28:27:108',45,386.041229,260.031433,-7.052197,422.790344,224.564941,15.659813,350.017944,227.143829,24.889761,257.708252,234.144318,27.00345,138.192291,248.751038,21.832708,1,1,1
9997,'2019/09/19 12:28:27:158',45,447.014282,212.208344,-9.055241,415.254333,191.869507,17.226223,329.775574,193.311676,24.363979,236.127426,199.671234,24.135199,126.747192,212.750488,16.153404,1,1,1
9998,'2019/09/19 12:28:27:209',45,445.957031,184.643799,-9.64418,405.593933,167.62854,17.417389,319.974609,169.822357,24.391068,226.964188,177.341125,24.034554,118.361206,190.045258,15.887634,1,1,1
9999,'2019/09/19 12:28:27:259',45,443.420563,170.52829,-9.013878,397.409241,145.944946,17.571831,311.152222,146.622192,24.330994,218.77359,155.002197,23.903698,111.176514,169.9198,15.733467,1,1,1
10000,'2019/09/19 12:28:27:308',45,443.310089,160.68457,-9.001965,394.656677,136.302795,17.569527,308.241882,136.64856,24.27994,215.847153,144.574951,23.806425,108.448425,159.591461,15.631073,1,1,1
10001,'2019/09/19 12:28:27:357',45,446.060303,155.687866,-8.823914,394.899811,133.253815,17.714302,307.891785,132.974976,24.256287,215.526428,140.592773,23.639477,109.084961,155.850342,15.352669,1,1,1
10002,'2019/09/19 12:28:27:406',45,448.100555,160.776764,-8.717598,398.3927,138.937195,17.825935,310.882385,139.35202,24.25951,218.299301,146.572784,23.461803,112.956604,161.421417,14.975143,1,1,1
10003,'2019/09/19 12:28:27:456',45,450.527435,185.203247,-9.173698,404.210083,161.477875,17.494061,316.704529,160.567383,23.932877,223.555145,166.37027,23.134399,117.24585,179.536713,14.63261,1,1,1
10004,'2019/09/19 12:28:27:506',45,455.287018,200.150269,-9.605091,408.800781,178.914581,17.311253,321.624512,177.645996,23.786911,228.877258,184.819641,23.096832,120.957825,196.938263,14.596207,1,1,1
10005,'2019/09/19 12:28:27:556',45,449.727692,218.129303,-11.261497,414.427704,205.086945,16.467228,329.830414,204.180969,23.485714,236.578506,211.253387,23.262873,124.501129,219.49472,15.226871,1,1,1
10006,'2019/09/19 12:28:27:606',45,474.535736,242.106323,-7.164158,418.143005,224.796448,18.382212,326.638519,225.369873,23.940342,231.487595,232.595612,22.014765,130.104675,238.621887,12.12764,1,1,1
10007,'2019/09/19 12:28:27:657',45,471.166077,261.500397,-5.995224,421.094299,260.647949,19.045942,329.081421,262.326599,24.760399,231.843536,267.28894,22.615982,131.223114,268.566284,12.675308,1,1,1
10008,'2019/09/19 12:28:27:707',45,438.646667,277.262543,-10.38797,418.49826,287.714111,15.203491,334.154968,290.819855,22.545586,235.967346,296.379944,22.101671,124.544495,299.442841,13.69915,1,1,1
10009,'2019/09/19 12:28:27:758',45,409.396545,315.901978,-9.260387,415.340179,308.090576,15.202461,329.069763,311.282928,22.082642,232.188766,316.563538,21.173126,122.450867,317.676636,12.30793,1,1,1
10010,'2019/09/19 12:28:27:810',45,396.772003,333.465332,-10.219692,410.007324,321.425598,14.421478,323.098083,323.642731,21.294901,227.635361,328.688232,20.369881,117.966339,329.125458,11.540974,1,1,1
10011,'2019/09/19 12:28:27:863',45,402.27655,339.755737,-9.785725,406.996033,326.026428,15.128147,317.486176,328.337982,21.464041,223.116898,333.236938,19.998825,116.782898,332.460144,10.652748,1,1,1
10012,'2019/09/19 12:28:27:910',45,401.849762,341.006104,-9.704556,404.843292,324.455505,15.346123,315.431732,327.487061,21.517262,221.119293,330.51947,20.076122,115.816956,330.748322,10.655575,1,1,1
10013,'2019/09/19 12:28:27:961',45,390.730286,333.345886,-10.107582,402.400055,314.083984,14.898972,315.969818,318.067474,21.550577,221.300018,321.051392,20.725643,112.089233,322.046997,11.968128,1,1,1
10014,'2019/09/19 12:28:28:011',45,386.224518,315.495575,-10.383297,407.123474,295.082764,14.491993,323.635742,299.682312,21.707582,229.097717,303.359497,21.520578,114.949341,305.294342,13.423901,1,1,1
10015,'2019/09/19 12:28:28:063',45,388.554077,297.740845,-10.438419,412.23938,276.336304,14.358154,330.176117,281.665802,21.789757,235.713303,286.437256,21.854723,120.175873,290.341125,14.009983,1,1,1
10016,'2019/09/19 12:28:28:111',45,395.252411,277.430176,-9.960766,417.812805,253.977905,14.752113,335.247192,258.355347,22.139513,240.880295,262.985504,22.145811,125.363953,267.174255,14.20705,1,1,1
10017,'2019/09/19 12:28:28:161',45,410.038177,268.208679,-8.216118,422.031372,236.64563,16.070164,336.24707,238.025513,22.892982,241.630264,242.162842,22.304096,129.800293,248.196838,13.628662,1,1,1
10018,'2019/09/19 12:28:28:211',45,409.918976,259.891907,-7.418579,426.866272,218.620239,15.764961,343.012573,216.754913,22.931469,247.850845,221.147888,22.860115,133.789642,230.46286,14.842342,1,1,1
10019,'2019/09/19 12:28:28:260',45,455.366425,227.360016,-11.100204,432.061646,204.775085,14.851604,347.389648,204.801331,21.972376,253.141479,211.391663,21.826918,140.995117,223.00528,13.790024,1,1,1
10020,'2019/09/19 12:28:28:311',45,478.516235,230.247894,-10.489674,438.639191,204.600342,15.685005,352.602356,204.090515,22.136433,258.682068,210.489441,21.378942,150.144913,219.767731,12.740299,1,1,1
10021,'2019/09/19 12:28:28:360',45,471.667175,239.09845,-10.208954,448.624359,211.362244,15.343441,367.21167,211.697357,22.1353,273.516052,217.976807,21.850718,161.686996,225.314728,13.927769,1,1,1
10022,'2019/09/19 12:28:28:409',45,468.75061,245.285339,-12.242676,466.179718,225.022491,14.037739,390.66803,226.456726,21.845928,298.406769,233.476013,22.636757,179.186081,239.383759,16.138039,1,1,1
10023,'2019/09/19 12:28:28:457',45,450.587799,252.425522,-13.656937,490.189514,249.726807,12.717266,427.579407,255.488297,22.286861,338.904175,264.799255,25.081261,210.817169,272.205261,21.298037,1,1,1
10024,'2019/09/19 12:28:28:510',45,521.916077,272.401093,-11.489368,523.968872,278.112122,15.442738,446.34433,282.884369,23.583693,351.243469,288.461121,24.39801,232.814636,294.188049,17.486195,1,1,1
10025,'2019/09/19 12:28:28:558',45,548.318054,290.437531,-10.866459,545.050659,299.111816,16.188004,465.326782,304.716644,24.073193,370.126892,309.312683,24.595196,252.890961,312.130096,17.388313,1,1,1
10026,'2019/09/19 12:28:28:608',45,530.09729,326.756378,-9.010906,566.175293,317.267639,15.851448,489.360352,323.677063,24.188284,394.928558,329.574524,25.21414,274.94458,332.217712,18.702484,1,1,1
10027,'2019/09/19 12:28:28:658',45,549.420532,349.201599,-8.043011,588.422363,336.29303,16.641323,511.002289,341.201965,24.91976,416.2229,345.234924,25.916079,296.517609,346.717316,19.308344,1,1,1
10028,'2019/09/19 12:28:28:709',45,563.581482,361.964142,-7.517319,605.71582,344.855042,16.9715,529.823425,349.788086,25.443853,435.34787,355.620789,26.66501,314.933716,358.759766,20.364342,1,1,1
10029,'2019/09/19 12:28:28:761',45,575.960571,366.978271,-6.699276,619.765503,346.397522,17.587158,544.284424,350.811218,26.174839,449.637207,356.276794,27.547852,329.076477,360.330139,21.382532,1,1,1
10030,'2019/09/19 12:28:28:808',45,587.536255,361.524963,-5.837749,632.753845,342.447632,18.498781,557.740662,347.464172,27.131105,463.018158,353.013794,28.57218,341.801819,356.488403,22.47723,1,1,1
10031,'2019/09/19 12:28:28:859',45,593.490601,346.803497,-5.429996,641.929321,331.194153,18.978935,568.202209,336.808777,27.713587,473.033142,342.108032,29.343863,351.131592,345.708282,23.396536,1,1,1
10032,'2019/09/19 12:28:28:908',45,602.633362,334.754578,-3.579678,651.368774,310.608368,20.610458,574.030823,314.55481,28.93573,478.179779,319.124207,30.034601,358.864502,324.332825,23.34322,1,1,1
10033,'2019/09/19 12:28:28:960',45,591.080078,326.238342,-2.264702,654.327881,287.394409,20.538128,579.63385,289.259521,29.118521,483.365784,295.204834,30.680944,363.096252,304.859192,24.504501,1,1,1
