@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
9546,'2019/09/19 12:27:54:939',43,257.066467,221.517365,47.310764,239.184708,227.798889,40.721016,228.711929,234.944366,40.543816,201.629471,235.912292,37.926498,170.769165,229.96933,36.934021,0,0,0
9547,'2019/09/19 12:27:54:988',43,277.113403,236.702026,46.697296,258.714111,242.122589,40.210285,248.432083,249.075714,39.997334,221.468582,249.834503,37.08226,190.065628,243.873413,36.160694,0,0,0
9548,'2019/09/19 12:27:55:037',43,288.170258,251.872803,44.68074,268.253662,257.511353,39.143654,256.785767,264.607086,38.880524,229.211838,265.712769,36.347084,199.194794,259.227448,34.35091,0,0,0
9549,'2019/09/19 12:27:55:087',43,297.629242,277.512573,42.9081,270.541656,281.142212,37.543839,258.231232,287.935883,36.851536,230.680908,287.501984,34.373764,201.292267,279.509033,32.627857,0,0,0
9550,'2019/09/19 12:27:55:137',43,303.635864,299.924927,41.228645,266.226196,302.536316,36.806366,251.125809,308.725708,36.462624,221.941162,307.210968,34.302925,194.813721,297.788879,31.695637,0,0,0
9551,'2019/09/19 12:27:55:187',43,311.039154,321.129517,40.664925,269.908325,325.351349,37.464844,251.650101,330.918396,37.399559,222.005417,329.519104,34.808441,196.197098,319.680817,31.768291,0,0,0
9552,'2019/09/19 12:27:55:237',43,333.173828,328.790894,39.697632,288.29953,336.343018,39.064743,263.857086,340.045837,39.357021,231.704544,339.736511,36.163811,207.800949,330.231934,32.668976,0,0,0
9553,'2019/09/19 12:27:55:288',43,365.180389,332.721375,38.982758,323.474548,339.808167,40.231792,295.012787,342.987244,40.805206,259.911652,346.070496,36.382244,233.514832,335.995148,33.396427,0,0,0
9554,'2019/09/19 12:27:55:338',43,417.81134,330.724762,39.491013,379.410614,337.113129,41.924953,348.383636,341.305878,42.370205,309.645386,344.164063,37.882721,281.283875,333.592285,35.329582,0,0,0
9555,'2019/09/19 12:27:55:391',43,471.433685,324.804779,40.182175,436.248596,332.763031,42.771797,405.829559,337.914307,43.361595,365.372253,340.886719,39.09454,334.866943,330.872589,36.826588,0,0,0
9556,'2019/09/19 12:27:55:441',43,518.232239,317.244873,40.776421,484.403351,327.024475,43.366192,453.969604,333.958435,43.335201,413.158905,335.70813,40.158081,380.793518,325.980621,38.387749,0,0,0
9557,'2019/09/19 12:27:55:492',43,560.638245,307.163269,41.506615,528.256775,319.049194,43.312302,503.156891,326.152893,44.017876,462.251984,329.47937,40.854664,428.384216,320.701477,39.868275,0,0,0
9558,'2019/09/19 12:27:55:541',43,579.561646,302.419434,41.640564,549.106689,313.840668,43.457329,525.188904,320.898438,44.349892,484.270508,325.727234,41.010212,450.101379,317.374023,40.330315,0,0,0
9559,'2019/09/19 12:27:55:592',43,588.352966,299.969055,41.591518,559.850037,310.968506,43.4809,536.717896,318.560608,44.457817,495.605408,324.360962,41.239727,460.493225,316.827454,40.738976,0,0,0
9560,'2019/09/19 12:27:55:641',43,590.114014,299.941589,41.991241,562.9422,309.939789,43.871956,540.018738,318.00061,44.796448,499.388367,323.97644,41.748859,463.809814,316.848663,41.316261,0,0,0
9561,'2019/09/19 12:27:55:692',43,581.111816,302.200165,42.513958,554.691895,311.752991,44.452156,531.845398,319.98288,45.402496,491.732544,326.399597,42.564625,455.707581,319.764648,42.041142,0,0,0
9562,'2019/09/19 12:27:55:741',43,564.022644,305.496735,43.090237,538.93219,314.339111,45.035667,516.440796,322.884369,45.978142,476.780914,329.86203,43.136398,440.495575,323.735626,42.577213,0,0,0
9563,'2019/09/19 12:27:55:792',43,545.343384,308.306274,43.682384,520.335632,316.598785,45.490887,497.765381,325.246307,46.32127,459.137756,332.295532,43.308571,422.971741,326.284851,42.603703,0,0,0
9564,'2019/09/19 12:27:55:842',43,519.145081,313.047424,44.217239,496.176086,319.516876,45.613365,473.965698,328.31958,46.229568,437.018829,334.889832,43.160465,401.052612,328.789032,42.374977,0,0,0
9565,'2019/09/19 12:27:55:892',43,495.324463,317.192444,44.343815,473.34021,322.445374,45.304771,451.720886,331.379028,45.703522,416.059418,337.378845,42.961082,380.390045,331.202393,42.030502,0,0,0
9566,'2019/09/19 12:27:55:942',43,466.043701,321.772217,44.308136,446.128937,326.082764,44.569008,426.087158,334.760071,44.931778,391.79248,340.492249,42.622818,356.592072,334.62735,41.478107,0,0,0
9567,'2019/09/19 12:27:55:992',43,448.43457,327.259033,44.001427,429.73468,330.50293,43.938972,409.724823,339.136688,43.891949,376.243469,343.628662,41.327168,341.74292,337.037292,40.371399,0,0,0
9568,'2019/09/19 12:27:56:044',43,437.12677,331.102722,43.936211,419.489929,333.28241,43.470524,400.16748,341.755859,43.299923,367.172394,345.685852,40.911777,333.275543,338.799622,39.953403,0,0,0
9569,'2019/09/19 12:27:56:089',43,430.90625,334.511414,43.970428,413.797394,335.010162,43.182365,395.171661,343.438385,42.862656,362.622925,347.122559,40.61467,329.308838,340.182709,39.652496,0,0,0
9570,'2019/09/19 12:27:56:141',43,431.397339,337.546326,43.958164,412.700623,336.562378,43.118114,393.93988,344.826416,42.80241,361.165466,348.243042,40.550682,328.367249,341.055298,39.610096,0,0,0
9571,'2019/09/19 12:27:56:189',43,438.393951,341.282745,44.172535,416.487946,339.927429,43.296043,397.036743,347.671906,43.37265,363.815552,351.555695,40.839405,331.767944,344.115784,39.871887,0,0,0
9572,'2019/09/19 12:27:56:240',43,444.186127,340.572388,44.796661,424.26825,338.684875,44.521534,403.326233,346.965332,44.758785,370.988983,353.313354,41.243652,338.547211,346.834442,40.393162,0,0,0
9573,'2019/09/19 12:27:56:289',43,450.726807,342.837585,44.67952,432.005157,340.05542,44.865047,409.936829,348.29895,45.026745,377.390747,354.285156,40.799583,345.350647,347.392029,40.175381,0,0,0
9574,'2019/09/19 12:27:56:341',43,454.907196,343.818695,44.35302,436.307526,340.789001,44.77874,413.83432,348.976868,45.092426,380.873596,355.695404,40.780132,348.878418,349.026367,40.081375,0,0,0
9575,'2019/09/19 12:27:56:391',43,460.384491,345.084106,44.203991,442.872498,341.687988,44.915939,420.082672,350.087555,45.177959,387.173492,356.950439,40.686195,354.981262,350.398285,40.048489,0,0,0
9576,'2019/09/19 12:27:56:439',43,462.45285,345.481445,44.190147,445.556946,342.241455,44.657398,424.252563,352.831909,43.448734,391.643372,357.414551,40.665745,359.297546,351.060425,40.085648,0,0,0
9577,'2019/09/19 12:27:56:491',43,465.343506,347.712158,43.716309,446.974945,346.242859,43.210899,428.641479,354.704254,42.635403,395.535278,357.683044,40.157005,363.647003,350.714661,39.796501,0,0,0
9578,'2019/09/19 12:27:56:540',43,466.030518,348.300781,43.36594,447.620941,347.071838,42.586651,429.962402,354.853638,42.149677,396.688446,356.950684,39.701447,365.302124,349.493958,39.454494,0,0,0
9579,'2019/09/19 12:27:56:592',43,467.229034,346.380493,43.183044,449.958466,345.683411,42.418262,433.164032,353.670349,42.069206,399.873688,356.360657,39.66732,368.22583,349.32196,39.389111,0,0,0
9580,'2019/09/19 12:27:56:643',43,467.723633,345.3815,42.991261,450.542847,344.813232,42.137665,434.138824,352.641174,41.792206,400.79538,355.071045,39.49765,369.292175,347.926514,39.221146,0,0,0
9581,'2019/09/19 12:27:56:694',43,468.396729,343.603394,42.758949,451.764984,343.345764,41.987663,435.863037,351.416016,41.656342,402.540436,354.34082,39.430088,370.663269,347.633423,39.146645,0,0,0
9582,'2019/09/19 12:27:56:743',43,469.048615,342.006622,42.39962,453.061676,341.689301,41.680679,437.224854,349.603485,41.339306,403.723236,352.131775,39.175568,371.919495,345.269836,38.95388,0,0,0
9583,'2019/09/19 12:27:56:794',43,468.546326,340.688538,42.210022,452.946228,340.107452,41.441597,436.977203,347.708557,41.092896,403.368744,349.551636,38.941666,371.943573,342.244629,38.785065,0,0,0
9584,'2019/09/19 12:27:56:844',43,467.670044,338.375458,42.060287,452.039795,337.726074,41.23748,435.984253,345.133209,40.929852,402.251587,346.623077,38.786602,371.108093,339.026062,38.66959,0,0,0
9585,'2019/09/19 12:27:56:894',43,466.527466,335.796997,41.993324,450.509186,335.290344,41.041832,434.62854,342.608521,40.806232,400.944641,344.056824,38.693848,369.962219,336.358673,38.540462,0,0,0
9586,'2019/09/19 12:27:56:943',43,464.939392,334.008026,41.853806,448.027039,333.691254,40.758904,432.275726,340.885315,40.56332,398.709534,342.23053,38.44101,368.068604,334.349731,38.277039,0,0,0
9587,'2019/09/19 12:27:56:994',43,463.811035,333.063049,41.605972,446.753845,332.76059,40.507023,430.882263,339.889465,40.303837,397.30426,341.143433,38.193775,366.912781,333.119812,38.015865,0,0,0
9588,'2019/09/19 12:27:57:045',43,462.65097,332.730286,41.228588,445.269165,332.430206,40.137909,429.304749,339.505005,39.915031,395.653595,340.561768,37.779167,365.587219,332.382568,37.619358,0,0,0
9589,'2019/09/19 12:27:57:095',43,462.888763,331.810486,40.896645,445.622406,331.812378,39.828636,430.090485,339.179321,39.616421,396.442169,340.927551,37.526356,365.983612,333.20929,37.362076,0,0,0
9590,'2019/09/19 12:27:57:144',43,461.467163,331.876221,40.464664,444.265564,331.955353,39.394566,428.880798,339.417908,39.20919,395.229187,341.447266,37.113129,364.772217,333.813568,36.940071,0,0,0
9591,'2019/09/19 12:27:57:194',43,459.551636,332.464294,40.132446,442.106384,332.495911,39.059204,426.573242,339.925201,38.854908,392.878784,341.817871,36.754154,362.64212,334.033875,36.583229,0,0,0
9592,'2019/09/19 12:27:57:244',43,456.957703,333.80603,39.98671,439.156036,333.591278,38.850334,423.45694,340.920837,38.59317,389.832611,342.473694,36.456223,359.847626,334.478394,36.302155,0,0,0
9593,'2019/09/19 12:27:57:291',43,454.218994,333.754211,39.98156,435.794342,334.129639,38.751751,420.729218,341.867004,38.549839,387.411469,344.636749,36.413723,356.785645,337.363525,36.171669,0,0,0
9594,'2019/09/19 12:27:57:342',43,453.422424,333.892822,39.892075,435.127563,334.285187,38.693001,420.2547,342.251892,38.463371,386.977203,345.398193,36.343872,356.093018,338.396973,36.167999,0,0,0
9595,'2019/09/19 12:27:57:392',43,452.329559,335.566772,39.818565,434.054565,335.235474,38.550774,418.718994,342.999939,38.238831,385.300171,345.4245,36.185825,354.807678,337.975464,36.078186,0,0,0
9596,'2019/09/19 12:27:57:443',43,452.391571,336.87439,39.905281,432.965851,335.926208,38.492233,417.379517,343.588287,38.139973,383.851837,345.677307,36.135166,353.545654,338.031494,36.062805,0,0,0
9597,'2019/09/19 12:27:57:491',43,451.31958,338.791687,40.066467,430.422394,337.323608,38.511894,414.368744,344.824921,38.139259,380.71167,346.58847,36.10833,350.637299,338.690948,36.055794,0,0,0
9598,'2019/09/19 12:27:57:542',43,449.82019,339.783234,40.188934,428.299957,338.210236,38.625961,411.835022,345.705261,38.213333,378.112366,347.299133,36.154778,348.18985,339.301636,36.079269,0,0,0
9599,'2019/09/19 12:27:57:592',43,448.926697,340.307678,40.259186,427.082855,338.748047,38.710369,410.318665,346.167969,38.30275,376.563965,347.707092,36.190025,346.782227,339.632996,36.093575,0,0,0
9600,'2019/09/19 12:27:57:643',43,448.253448,340.643463,40.339611,426.265747,339.075317,38.824997,409.131317,346.413208,38.460072,375.286346,347.96344,36.290421,345.535706,339.802704,36.192184,0,0,0
9601,'2019/09/19 12:27:57:697',43,446.238373,340.766846,40.531555,425.903748,339.260681,39.090607,408.705139,346.743561,38.760475,374.990417,348.785309,36.549511,344.985199,340.936401,36.339046,0,0,0
9602,'2019/09/19 12:27:57:745',43,442.47467,340.994812,41.096672,425.791321,339.180267,39.72263,409.711823,347.314117,39.201527,376.689484,350.277771,37.196823,345.925537,343.273193,36.890511,0,0,0
9603,'2019/09/19 12:27:57:797',43,438.781952,343.140991,41.094925,423.492035,340.666412,39.640564,408.194458,348.617737,39.089058,375.30191,351.246277,37.224327,344.603729,344.242432,36.988228,0,0,0
9604,'2019/09/19 12:27:57:846',43,435.642059,345.236755,40.990852,420.834869,342.34082,39.55526,405.724182,350.153076,39.023605,372.810577,352.552734,37.161045,342.303131,345.419342,36.943077,0,0,0
9605,'2019/09/19 12:27:57:897',43,434.490417,346.515137,41.384361,419.189789,344.019714,39.870659,404.734741,352.126282,39.326878,371.799316,355.153442,37.584766,340.961761,348.525452,37.446888,0,0,0
9606,'2019/09/19 12:27:57:945',43,432.775024,347.615601,41.344017,417.349091,345.06366,39.770885,402.940887,353.058868,39.212852,369.949982,355.840881,37.493397,339.307129,349.0495,37.396534,0,0,0
9607,'2019/09/19 12:27:58:000',43,430.347412,348.815552,41.555656,415.282715,346.42215,39.957176,401.007568,354.489502,39.325382,368.196869,357.362183,37.611214,337.633057,350.604248,37.491615,0,0,0
9608,'2019/09/19 12:27:58:046',43,426.616913,350.146423,41.543789,412.182861,347.675415,39.903545,398.110138,355.528198,39.270584,365.29837,358.024963,37.530518,335.091156,351.007996,37.442181,0,0,0
9609,'2019/09/19 12:27:58:097',43,424.785461,351.103943,41.444954,410.13446,348.450867,39.778881,395.812531,356.076355,39.125648,362.97229,358.147949,37.324696,333.042236,350.838867,37.287766,0,0,0
9610,'2019/09/19 12:27:58:146',43,423.955444,352.002686,41.432144,407.656677,349.289001,39.616707,392.970093,356.673431,38.986958,360.080994,358.403717,37.102791,330.403015,350.842468,37.074432,0,0,0
9611,'2019/09/19 12:27:58:197',43,422.956818,352.499023,41.614738,405.575989,350.072205,39.721127,390.784424,357.516968,39.12315,357.83432,359.41037,37.222347,328.070129,351.889191,37.215046,0,0,0
9612,'2019/09/19 12:27:58:247',43,420.374268,352.12207,42.03355,405.017731,349.790009,40.13269,390.767609,357.537598,39.487129,358.138428,360.053833,37.671211,328.040619,352.937042,37.590244,0,0,0
9613,'2019/09/19 12:27:58:297',43,417.032806,351.377258,42.31641,403.279846,349.238281,40.361233,389.74353,357.070648,39.610008,357.488251,359.72229,37.893585,327.61499,352.679504,37.791325,0,0,0
9614,'2019/09/19 12:27:58:345',43,415.745636,351.642883,42.212391,402.328186,349.424194,40.291313,388.867096,357.127808,39.588261,356.564514,359.588165,37.853691,326.87793,352.40036,37.774956,0,0,0
9615,'2019/09/19 12:27:58:394',43,414.591248,352.269806,41.972569,402.016357,349.813629,40.226791,388.430237,357.371887,39.500607,356.055603,359.562378,37.767143,326.50296,352.274475,37.719234,0,0,0
9616,'2019/09/19 12:27:58:444',43,415.334045,351.95575,41.970573,402.067841,349.759705,40.188961,388.42804,357.150452,39.451035,356.039368,359.114746,37.676476,326.550812,351.792725,37.657104,0,0,0
9617,'2019/09/19 12:27:58:494',43,414.694305,349.336823,42.232262,401.4198,347.07489,40.394066,387.638977,354.336609,39.56897,355.403534,356.033997,37.769016,326.056122,348.573364,37.786812,0,0,0
9618,'2019/09/19 12:27:58:544',43,414.81369,342.946228,42.356144,400.86084,341.066895,40.41925,387.368561,348.454651,39.643505,355.310547,350.509064,37.802612,325.831116,343.264435,37.727745,0,0,0
9619,'2019/09/19 12:27:58:594',43,416.090271,336.772095,42.185509,401.312531,334.532776,40.316887,387.083252,341.683716,39.587212,354.277069,343.133728,37.886002,325.233093,335.484589,37.985806,0,0,0
9620,'2019/09/19 12:27:58:646',43,417.50174,330.869507,41.988277,402.309174,328.268188,40.086296,387.816437,335.257568,39.479435,354.757843,336.608032,37.688072,325.883911,328.858917,37.827347,0,0,0
9621,'2019/09/19 12:27:58:698',43,415.048096,321.587952,42.608707,398.902802,318.847809,40.556107,383.994537,325.941711,39.922314,350.942139,327.237427,38.113777,322.238281,319.401245,38.097137,0,0,0
9622,'2019/09/19 12:27:58:746',43,412.053955,315.234222,42.866249,395.818359,312.565002,40.771355,380.816986,319.687317,40.132912,347.98587,321.089935,38.197964,319.296295,313.264526,38.090385,0,0,0
9623,'2019/09/19 12:27:58:796',43,401.414948,296.122131,44.178875,383.790924,294.734131,42.292805,367.440094,302.118805,42.20462,334.111786,305.201721,40.203278,304.854553,298.482117,39.235199,0,0,0
9624,'2019/09/19 12:27:58:844',43,397.286987,284.99585,45.636837,376.957489,286.601685,43.705692,358.469666,293.505219,43.921051,324.652588,296.968292,41.41893,295.240143,289.77771,40.431084,0,0,0
9625,'2019/09/19 12:27:58:896',43,386.3638,266.533142,46.250511,364.611572,271.096954,44.333176,345.274689,277.592255,44.721951,311.518799,281.744568,42.050991,282.285278,274.680786,40.869034,0,0,0
9626,'2019/09/19 12:27:58:952',43,380.53009,253.848663,45.922157,356.376923,262.405029,44.485386,335.331482,267.715027,45.257874,301.278198,273.512482,41.917892,272.118439,266.048218,40.790337,0,0,0
9627,'2019/09/19 12:27:58:999',43,372.853973,232.427155,46.285652,345.419189,248.423035,45.60334,321.399536,253.070084,46.412529,288.038635,260.561279,42.123932,259.427246,252.536362,40.906807,0,0,0
9628,'2019/09/19 12:27:59:049',43,362.861389,215.474365,46.054405,330.798279,232.105774,45.523552,304.776428,235.285675,46.331718,272.151794,243.361481,41.319519,244.523239,234.335083,40.075291,0,0,0
9629,'2019/09/19 12:27:59:099',43,356.911652,207.967743,48.603428,333.372437,218.70343,43.571129,321.851135,224.11322,44.975365,290.111572,228.397797,42.336109,257.6073,224.123901,41.32893,0,0,0
9630,'2019/09/19 12:27:59:148',43,349.192047,201.93576,48.961143,323.784363,211.962524,42.581657,314.755737,219.788025,43.322186,284.976837,222.657562,41.694553,251.713043,217.560425,40.589027,0,0,0
9631,'2019/09/19 12:27:59:199',43,346.526794,199.828217,49.009678,321.027008,208.890503,42.948086,311.970856,216.675262,43.714733,282.203278,220.083374,42.049419,248.680573,215.14801,40.560295,0,0,0
9632,'2019/09/19 12:27:59:252',43,333.951111,205.935883,48.38998,309.764252,214.367401,43.431595,298.294769,221.43927,44.105854,268.16098,225.342041,42.030857,235.638977,220.179077,40.459633,0,0,0
9633,'2019/09/19 12:27:59:300',43,320.995422,205.468658,49.026878,298.52356,213.274017,44.797619,285.965271,221.26123,44.933674,256.187317,225.419617,42.890091,224.365662,220.836792,40.961266,0,0,0
9634,'2019/09/19 12:27:59:349',43,299.901276,219.605957,48.005157,276.128357,226.247009,43.635239,263.230774,234.161835,43.502228,234.152252,237.53775,41.151882,202.767944,231.728912,39.444092,0,0,0
9635,'2019/09/19 12:27:59:400',43,287.715759,229.097931,48.050999,262.060913,234.850861,42.411617,251.342896,243.111847,42.410717,222.721237,246.07074,40.243393,190.239365,240.345306,38.680359,0,0,0
9636,'2019/09/19 12:27:59:449',43,269.360535,237.528992,47.365036,246.051468,242.330322,41.760712,235.13736,250.413345,41.666275,206.641769,253.133194,39.50956,174.739975,247.53186,37.897125,0,0,0
9637,'2019/09/19 12:27:59:500',43,247.452866,247.196915,46.696175,226.664566,250.432999,41.373333,215.544678,258.558044,40.986485,187.613327,261.127625,38.549751,155.959946,255.40947,37.026432,0,0,0
9638,'2019/09/19 12:27:59:552',43,231.565125,256.877258,46.840221,212.80162,258.254822,41.313118,202.105301,266.038025,40.53088,174.672119,267.531586,38.158218,143.443359,261.171875,36.704544,0,0,0
9639,'2019/09/19 12:27:59:597',43,217.02652,267.881653,46.093536,197.955627,268.609283,40.277515,187.181213,275.612671,39.157795,160.208588,275.470947,36.879868,129.199982,268.138977,35.819637,0,0,0
9640,'2019/09/19 12:27:59:646',43,214.85675,275.567322,44.689671,194.285339,276.816803,39.102566,182.477264,283.504089,38.143688,155.001419,282.528015,35.674614,123.743866,274.974487,35.120964,0,0,0
9641,'2019/09/19 12:27:59:696',43,213.594131,285.047424,43.398125,192.8405,286.584595,38.28017,180.027679,292.969666,37.468369,152.3125,290.801453,34.317791,121.472717,282.900818,34.16317,0,0,0
9642,'2019/09/19 12:27:59:747',43,221.331512,294.409668,42.81065,199.702499,295.754028,38.110153,186.12294,302.054688,37.250919,158.077454,299.202881,33.65696,127.469421,291.268494,33.727306,0,0,0
9643,'2019/09/19 12:27:59:796',43,221.08551,297.832611,41.572983,203.106277,297.54541,36.798252,190.075562,304.10321,35.945271,163.435654,302.721497,32.715309,134.203094,294.644379,31.615128,0,0,0
9644,'2019/09/19 12:27:59:850',43,228.432587,305.527283,40.95908,197.91658,304.772675,36.214397,183.313873,310.574982,35.261898,156.314178,308.185486,32.557091,129.714508,298.124023,31.182539,0,0,0
9645,'2019/09/19 12:27:59:898',43,243.692566,320.785889,40.627136,194.415634,321.246338,36.37281,177.584427,326.019775,35.679066,150.692398,322.465179,33.230877,127.902924,310.454712,31.364576,0,0,0
9646,'2019/09/19 12:27:59:947',43,252.06105,328.056793,41.340103,195.458252,329.827026,37.252659,177.870895,334.166992,36.518932,152.004868,330.017944,34.09938,131.885284,317.790833,31.710623,0,0,0
9647,'2019/09/19 12:28:00:000',43,259.970337,336.511108,40.685272,199.475784,339.329224,36.835457,181.995102,343.610596,35.94593,155.626968,338.563904,33.642151,133.696594,325.640198,31.903887,0,0,0
9648,'2019/09/19 12:28:00:050',43,268.780304,344.668091,39.595421,202.713348,346.746094,36.458553,184.305496,350.345032,35.534534,157.400803,344.322327,33.665855,135.858704,330.515625,32.133324,0,0,0
9649,'2019/09/19 12:28:00:101',43,275.61084,352.768188,38.67392,206.248856,354.369629,35.899281,187.171341,357.518311,34.383259,160.419388,350.774231,32.628738,137.960602,336.597717,32.044052,0,0,0
9650,'2019/09/19 12:28:00:154',43,277.532471,351.96756,39.211784,208.023163,356.289978,36.05785,189.902847,359.924316,34.615887,163.994736,353.387024,33.045738,141.151855,339.276031,32.229733,0,0,0
9651,'2019/09/19 12:28:00:202',43,274.529297,349.558258,39.757961,208.351715,356.827545,36.818295,189.966827,360.33728,34.862011,165.582794,353.430176,33.190392,143.473236,338.897919,32.571682,0,0,0
9652,'2019/09/19 12:28:00:252',43,276.803101,342.148499,40.357178,211.089279,352.094604,37.146851,193.435547,355.670715,35.410519,169.779114,348.751923,33.866577,147.977234,334.201202,32.943069,0,0,0
9653,'2019/09/19 12:28:00:301',43,280.537659,333.779297,41.186501,216.723511,345.207458,37.820423,199.10405,348.767761,35.873577,175.580948,341.977325,34.396656,152.540512,327.442566,33.849121,0,0,0
9654,'2019/09/19 12:28:00:351',43,285.740021,320.59613,42.16008,224.59938,335.139343,38.832054,206.845963,338.516571,36.734577,183.697464,331.394714,35.067127,160.261108,316.851349,35.029617,0,0,0
9655,'2019/09/19 12:28:00:401',43,293.466278,310.278656,43.005077,232.524673,325.521851,39.327831,215.372437,328.735107,37.330627,191.939087,321.560242,35.56168,168.126923,307.260925,35.921593,0,0,0
9656,'2019/09/19 12:28:00:452',43,302.975281,298.636902,44.399029,244.041946,315.205109,40.436424,227.493881,318.169922,38.477951,204.361176,310.331482,36.419849,180.386444,296.382446,37.045345,0,0,0
9657,'2019/09/19 12:28:00:502',43,311.60675,285.798553,45.448891,252.64711,303.072113,41.186012,236.572815,306.296631,39.645367,213.332291,297.806152,37.315601,189.004654,284.314484,38.107384,0,0,0
9658,'2019/09/19 12:28:00:551',43,322.245667,271.745361,46.604736,264.295959,290.027039,42.329563,248.353775,293.443115,40.939407,224.53302,284.348572,38.39526,199.410599,271.399597,39.265182,0,0,0
9659,'2019/09/19 12:28:00:600',43,327.486389,260.759277,47.818119,270.599426,279.10553,43.322655,254.951828,282.421448,42.053436,231.080902,272.575867,39.302868,205.424011,260.09198,40.209766,0,0,0
9660,'2019/09/19 12:28:00:650',43,334.872192,240.132813,48.762138,281.100983,262.054871,45.170376,265.361084,266.322571,44.153416,238.739929,259.274292,41.685326,212.519409,246.505234,41.45126,0,0,0
9661,'2019/09/19 12:28:00:698',43,334.625732,226.374054,50.128597,284.229248,249.003174,47.035793,268.092865,253.587677,46.221725,239.876709,248.734451,43.69508,213.057281,236.536438,42.751343,0,0,0
9662,'2019/09/19 12:28:00:750',43,331.896301,211.13562,51.917656,280.888489,232.515198,48.788822,264.659058,236.814911,48.147476,236.097702,232.97049,45.629288,209.377182,220.835419,44.636688,0,0,0
9663,'2019/09/19 12:28:00:799',43,334.488098,194.878174,53.689198,282.172791,217.232391,50.853081,265.862244,221.017853,50.589901,237.103516,217.998657,47.5271,210.558197,206.270538,46.357769,0,0,0
9664,'2019/09/19 12:28:00:850',43,336.506073,185.731018,53.655437,284.993347,210.533417,50.675488,268.99115,214.711853,50.389175,240.632156,212.459045,47.324562,213.893005,201.90683,45.757572,0,0,0
9665,'2019/09/19 12:28:00:899',43,342.730469,168.786194,54.148476,287.828705,194.690002,51.502857,271.085602,199.057434,51.08202,242.094376,196.760956,48.587841,216.672058,186.69339,46.710491,0,0,0
9666,'2019/09/19 12:28:00:951',43,350.471436,160.560181,54.222118,294.315857,187.606537,51.805222,277.255096,191.260101,51.816944,247.607834,189.924683,49.098057,222.260376,180.291718,47.107311,0,0,0
9667,'2019/09/19 12:28:01:001',43,354.549805,157.484985,54.235928,300.293884,184.749695,52.409668,282.131287,188.914948,52.365776,251.428299,187.349945,50.335247,226.297714,178.977112,47.728748,0,0,0
9668,'2019/09/19 12:28:01:049',43,355.6922,159.650482,54.226055,303.732208,187.38382,52.686211,285.103638,191.955597,52.600594,254.23793,191.2034,50.45134,228.728455,183.117035,47.938042,0,0,0
9669,'2019/09/19 12:28:01:099',43,359.829132,188.989258,56.749584,335.764648,198.316864,51.523964,325.231262,205.853394,52.092091,295.90448,210.888489,49.225067,262.168945,206.852966,48.268375,0,0,0
9670,'2019/09/19 12:28:01:150',43,354.642639,210.184113,56.839336,332.580872,218.589874,51.491432,322.07901,225.549774,52.108372,293.070068,229.198975,49.244114,259.651062,224.964172,48.185871,0,0,0
9671,'2019/09/19 12:28:01:200',43,350.558228,245.367706,55.034805,327.872711,251.524033,50.346066,315.25116,258.441589,50.518669,285.608063,260.626343,48.199673,254.037033,254.532593,46.386501,0,0,0
9672,'2019/09/19 12:28:01:250',43,349.34967,279.270142,53.508652,325.629211,283.241089,49.285923,311.503174,289.962036,49.12785,281.727844,290.40741,46.842064,251.98143,282.542084,44.699635,0,0,0
9673,'2019/09/19 12:28:01:303',43,356.954651,306.101349,51.551895,333.077942,308.498199,47.769318,318.987183,315.525818,47.347446,289.099792,315.877258,44.943764,258.194214,307.824402,43.295513,0,0,0
9674,'2019/09/19 12:28:01:353',43,363.816772,334.652161,49.191872,341.417114,335.102661,45.900307,327.209229,342.25412,45.16312,297.013519,342.146851,42.833382,265.871307,333.892242,41.482758,0,0,0
9675,'2019/09/19 12:28:01:404',43,369.066223,345.700104,48.375641,347.568817,345.309021,45.333878,333.222748,352.493164,44.549618,302.843323,352.260071,42.219109,271.475403,344.048767,41.115257,0,0,0
9676,'2019/09/19 12:28:01:453',43,374.171204,339.315247,48.716003,357.654633,338.883209,45.862091,344.345703,346.788818,45.268513,313.890503,348.369904,43.041096,281.129761,341.594849,42.010708,0,0,0
9677,'2019/09/19 12:28:01:504',43,378.156342,315.785461,49.223694,361.503479,315.932922,46.90564,346.072388,323.727264,46.780678,314.243469,326.047119,44.671829,282.509247,319.244812,43.239456,0,0,0
9678,'2019/09/19 12:28:01:554',43,394.911926,275.402527,49.524151,374.798767,277.758057,48.021805,355.653717,284.63501,48.549,321.32489,287.185272,46.515232,290.850342,280.942902,44.354912,0,0,0
9679,'2019/09/19 12:28:01:607',43,413.889984,241.610352,49.185413,389.231079,247.366608,48.296604,368.581726,252.645905,49.576794,332.255524,255.805817,47.663818,300.339813,249.952621,45.524368,0,0,0
